https://bit.ly/2qTKREN ,I make a salutation to all Victors with a measure of bodies the same as there are atoms in a (Buddha) field, with a mind directed towards all Victors, with the strength of (my) Aspiration for the Good Life,Kṣetra-rajopama-kāyă-pramāṇaiḥ sarva-Jināna karomĭ praṇāmam, sarva-Jinābhimukhena manena, Bhadra-carī-praṇidhāna-balena [2]
https://bitly/2qTKREN ,On the tip of each single atom Buddhas like atoms sit in the midst of the Sons of Buddhas (and) so I am totally and completely intent on the Dharma Element which is filled with Victors,Eka-rajāgri rajopama-Buddhā Buddha-sutāna niṣaṇṇaku madhye evam-aśeṣata Dharmata-dhātuṁ sarvadhimucyami  pūrṇa Jinebhiḥ [3]
https//bitly/2Rwa2eD ,like (being reborn) as a muskrat a worm a louse a fly and so forth like being in a body where the twenty kinds of worms are born,yathā chuchundarī-kmya-jagara-yūkā-makṣikādayo yathā śarīre viṁśati-kmi-jātayaḥ
https//bitly/2Rwa2eD ,This is the deed provided with which a person is reborn in the lower realms and is foul-smelling with faculties that are crooked and undeveloped,Idaṁ karma yena samanvāgataḥ pudgalo ’pāyeṣūpapanno durgandho bhavati jihmendriyo ’vyaktendriyaḥ
https//bitly/2Rwa2eD ,Daśākuśalāḥ karma-pathāḥ,This is the deed provided with which a person is reborn in the lower realms and is foul-smelling with faculties that are crooked and undeveloped
 https//bitly/34PeDwh ,There are ten unwholesome deeds,Daśākuśalāḥ karma-pathāḥ
 https//bitly/34PeDwh ,Which ten,Katame daśa
 https//bitly/34PeDwh ,The threefold deeds by way of body the fourfold deeds by way of speech the threefold deeds by way of mind ,Tri-vidhaṁ kāya-karma catur-vidhaṁ vāk-karma tri-vidham manas-karma
 https//bitly/34PeDwh ,These ten unwholesome deeds have ten results externally,Eṣāṁ daśānām akuśalānāṁ karma-pathānāṁ vipākena daśānām bāhyānām
 https//bitly/34PeDwh ,that increase through development,bhāvānām abhivddhir bhavati
 https//bitly/34PeDwh ,With the unwholesome deed of killing living beings there is the result (in the environment) that the vitality and strength of the earth disappears,Prāṇātipātasyākuśala-karma-pathasya vipākena pthivyā ojaś ca tejaś cāntardhīyate
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is a short life,Tasyaiva ca karmaṇo vipākenālpāyur bhavati
 https//bitly/34PeDwh ,With the unwholesome deed of taking what is not given there is the result (in the environment) that crop-destroyers arise (like) lightning parrots locusts rats and insects,Adattādānasyākuśalasya karma-pathasya vipākena pthivyām aśani-śuka-śalabha-mūṣika-kīṭa-prabhtayaḥ nte
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is his wealth goes to destruction,Tasyaiva karmaṇo vipākena bhoga-vyasanam adhigacchati
 https//bitly/34PeDwh ,With the unwholesome deed of sexual misconduct there is the result (in the environment) that clumps of grass and so forth on the earth produce a bad smell,Kāma-mithyācārasyākuśalasya karma-pathasya vipākena pthivyāṁ tṇa-darbhādīni durgandhīni prādur-bhavanti
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is that housing that has been established is destroyed,Tasyaiva karmaṇo vipākena sampanna-ghāvāsam praviśanti
 https//bitly/34PeDwh ,Here the traditions about Śvabhrapada the young Susudhī wife of the king of Kāsi and the traditions about Kālodayī’s previous life as told in the Devāvataraṇa should be recited ,Atrāvadānaṁ Śvabhrapadasya Susudhī dārikā Kāsirājñaḥ patnī Devāvataraṇe Kālodayinaḥ pūrvajanmany avadānaṁ vaktavyam
 https//bitly/34PeDwh ,With the unwholesome deed of false speech there is the result (in the environment) that there are diseases of the mouth teeth and throat and also a foul smell from the mouth and so on appear,Mṣā-vādasyākuśalasya karma-pathasya vipākena mukha-roga-danta-roga-gala-roga-mukha-daurgandhyādīni prādur-bhavanti
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is that untrue stories (about oneself) are met with,Tasyaiva karmaṇo vipākenābhūtākhyānam pratilabhate
 https//bitly/34PeDwh ,With the unwholesome deed of divisive speech there is the result (in the environment) that on the earth gravel shards and so on causing painful feeling and so on appear,Piśuna-vacanasyākuśalasya karma-pathasya vipākena pthivyāṁ śarkara-kaṭhallyādīni duḥkha-saṁsparśādīni prādur-bhavanti
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is that life goes to ruin friends go to ruin and there is division amongst one’s followers,Tasyaiva karmaṇo vipākena jāti-vyasanā mitra-vyasanā bhavanti bhedyaḥ parivāraś ca bhavati
 https//bitly/34PeDwh ,With the unwholesome deed of harsh speech there is the result (in the environment) that dirt dust pollen winds and rains appear,Paruṣa-vacaso ’kuśala-karma-pathasya vipākena pāṁśu-rajo-dhūli-vāta-vṣṭy-ādīni prādur-bhavanti
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is that they experience unpleasant sounds and sights,Tasyaiva karmaṇo vipākenāmanojña-śabda-śravaṇa-darśanāny anubhavanti
 https//bitly/34PeDwh ,With the unwholesome deed of frivolous speech there is the result (in the environment) that  ravines and pits appear,Sambhinna-pralāpasyākuśalasya karma-pathasya vipākena  kandara-śvabhrādīni prādur-bhavanti
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is that there are words that are hard to accept,Tasyaiva karmaṇo vipākenānādeya-vacanā bhavanti
 https//bitly/34PeDwh ,With the unwholesome deed of avarice there is the result (in the environment) that the rice barley wheat and other crops appear as chaff straw and so on,Abhidhyāyā akuśalasya karma-pathasya vipākena vrīhi-yava-godhūm-ādīnāṁ sasyānāṁ tuṣa-palālādīni prādur-bhavanti
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is that his wealth is desired by others,Tasyaiva karmaṇo vipākena para-prārthanīya-bhogā bhavanti
 https//bitly/34PeDwh ,With the unwholesome deed of ill-will there is the result (in the environment) that the crops that are scattered are barren,Vyāpādasyākuśala-karma-pathasya vipākena prabhūte upte niṣphalaṁ sasyam bhavati
 https//bitly/34PeDwh ,Because of this deed the result (for the perpetrator) is that adversity is seen,Tasyaiva karmaṇo vipākena pratikūla-darśano bhavati
 https//bitly/34PeDwh ,With the unwholesome deed of wrong view there is the result (in the environment) that bitter and pungent fruits such as neem bitter gourd and poisonous cucumber appear,Mithyā-dṣṭer akuśalasya karma-pathasya vipākena tikta-kaṭuka-bhāvāny api picumanda-koṣātakī-viṣa-tiktālābu-prabhtīni phalāni prādur-bhavanti
 https//bitly/34PeDwh ,With the deed of wrong view there is the result (for the perpetrator) that he becomes a nihilist,Mithyā-dṣṭer akuśalasya karma-pathasya vipākena nāstikyavādī bhavati
 https//bitly/34PeDwh ,Annihilationism is (also) evident in the commentaries of the materialists and others,Uccheda-dṣṭiḥ lokāyatādiṣu ca śāstreṣu prasādo bhavati
 https//bitly/34PeDwh ,Just as with Padāśva  the son of the king whom Kumāra-kāśyapa guided at Śvetikāyā and who was a materialist,Yathā Padāśvasya rāja-putrasya yaḥ Kumāra-kāśyapena Śvetikāyāṁ vinīto lokāyatikaḥ
 https//bitly/34PeDwh ,Just as whatever beings develop the ten unwholesome deeds so these ten external states will surely manifest ,Yathā yathā sattvā imān daśākuśalān karma-pathān bhāvayanti tathaiṣāṁ daśānām bāhyānām bhāvānām atīva prādur-bhāvo bhavati
 https//bitly/34PeDwh ,It is for this reason that there will be the aeon of the Great Dissolution,Anenaiva ca kāraṇena Mahā-Saṁvarta-kalpe bhaviṣyati
 https//bitly/34PeDwh ,At that time in the future there will be sesame seeds and there will be ground sesame seeds (but) no oil (from them),Samayonāgatedhvani yat tilā bhaviṣyanti tilapiṣṭam bhaviṣyati tailaṁ na bhaviṣyati
 https//bitly/34PeDwh ,there will be sugarcane (but) there will be no sugarcane juice there will be no sugar there will be no molasses there will be no candied sugar,ikṣur bhaviṣyati ikṣuraso na bhaviṣyati guḍo na bhaviṣyati na khaṇḍam bhaviṣyati na śarkarā bhaviṣyanti
 https//bitly/34PeDwh ,there will be cows there will be milk there will be curds,gāvo bhaviṣyanti kṣīram bhaviṣyati dadhi bhaviṣyati
 https//bitly/34PeDwh ,(but) there will be no butter no clarified butter no ghee,nava-nītaṁ na bhaviṣyati na ghtaṁ na gḥrta-maṇḍo bhaviṣyati
 https//bitly/34PeDwh ,Thus gradually all the essences will disappear,Evam anupūrveṇa sarveṇa sarve rasā antardhāsyanti
 https//bitly/34PeDwh ,Katame daśānuśaṁsā Madhyadeśe catur-mahā-caitya-Lumbinī-Mahā-bodhi-prabhtiṣu Tathāgata-caityāñjali-karma-praṇipāte,Thus gradually all the essences will disappear
https//bitly/2rOTC6u ,What are the ten advantages  of saluting with reverence the memorial buildings of the Realised One in the Middle Country the four great memorial buildings in Lumbinī Mahābodhi and so on,Katame daśānuśaṁsā Madhyadeśe catur-mahā-caitya-Lumbinī-Mahā-bodhi-prabhtiṣu Tathāgata-caityāñjali-karma-praṇipāte
https//bitly/2rOTC6u ,It is said,Ucyate
https//bitly/2rOTC6u ,One obtains a birth in the Middle Country ,Madhyadeśe janma pratilabhate
https//bitly/2rOTC6u ,One obtains excellent clothes ,Udārāṇi ca vastrāṇi pratilabhate
https//bitly/2rOTC6u ,One obtains an excellent family ,Udāraṁ kulam pratilabhate
https//bitly/2rOTC6u ,One obtains an excellent age ,Udāraṁ vayaḥ pratilabhate
https//bitly/2rOTC6u ,One obtains an excellent voice ,Udāraṁ svaram pratilabhate
https//bitly/2rOTC6u ,One obtains excellent intelligence ,Udārām pratibhānatām pratilabhate
https//bitly/2rOTC6u ,One obtains excellent faith ,Udārāṁ śraddhām pratilabhate
https//bitly/2rOTC6u ,One obtains excellent virtue ,Udāraṁ śīlam pratilabhate
https//bitly/2rOTC6u ,One obtains excellent fame ,Udāraṁ śrutam pratilabhate
https//bitly/2rOTC6u ,One obtains excellent generosity ,Udāraṁ tyāgam pratilabhate
https//bitly/2rOTC6u ,One obtains an excellent memory ,Udārāṁ smtim pratilabhate
https//bitly/2rOTC6u ,One obtains excellent wisdom ,Udārām prajñām pratilabhate
https//bitly/2rOTC6u ,This is the summary,Asyoddānam
https//bitly/2rOTC6u ,There is country land family form voice improvisation faith virtue learning generosity mindfulness and wisdom,Deśa-vastra-kula-rūpa-svara-pratibhānatā-śraddhā-śīla-śruta-tyāgān smtimān bhavati prajñāvān
https//bitly/2rOTC6u ,Having paid respects at the Realised One’s Buddha-palace,Tathāgatasya Buddha-prasādaṁ ktvāñjaliṁ
https//bitly/2rOTC6u ,one will receive intelligence wisdom nobility and the destruction of the pollutants,labhate dhīraḥ saprajña udāram āśrava-kṣayam
https//bitly/2rOTC6u ,And this is said in the discourse ,Uktaṁ ca sūtre
https//bitly/2rOTC6u ,“Ānanda whoever walks around the the memorial buildings with a confident mind will (eventually) die,“Ye kecid Ānanda caitya-caryāṁ caramāṇāḥ prasanna-cittāḥ kālaṁ kariṣyanti
https//bitly/2rOTC6u ,and just as the arrow falls to earth and remains there,yathā bhallo nikṣiptaḥ pthivyāṁ tiṣṭhate
https//bitly/2rOTC6u ,so with the break up of the body they will be reborn in heaven”,evaṁ kāyasya bhedāt svargeṣūpapatsyanti”
https//bitly/2rOTC6u ,What are the ten advantages of worshipping the memorial buildings of the Realised One (elsewhere),Katame daśānuśaṁsās Tathāgata-caitya-vandanāyām
https//bitly/2rOTC6u ,It is said,Ucyate
https//bitly/2rOTC6u ,One becomes handsome ,Abhirūpo bhavati
https//bitly/2rOTC6u ,Has a good voice ,Susvaraḥ
https//bitly/2rOTC6u ,Has acceptable speech ,Ādeyavākyaḥ
https//bitly/2rOTC6u ,Walking into an assembly one propitiates the assembly ,Pariṣadam upasaṁkrāntaḥ pariṣadam āvarjayati
https//bitly/2rOTC6u ,One is dear to gods and men ,Priyo bhavati deva-manuṣyāṇām
https//bitly/2rOTC6u ,One is distinguished ,Maheśākhyo bhavati
https//bitly/2rOTC6u ,One has the society of distinguished people ,Maheśākhyaiḥ samāgamo sattvaiḥ bhavati
https//bitly/2rOTC6u ,One has the society of Buddhas and the Buddhas’ disciples ,Buddhair Buddha-śrāvakaiś ca samāgamo bhavati
https//bitly/2rOTC6u ,One has great wealth ,Mahā-bhogo bhavati
https//bitly/2rOTC6u ,One is reborn in the heavens ,Svargeṣūpapadyate
https//bitly/2rOTC6u ,One quickly attains final Nirvāṇa ,Kṣipraṁ ca parinirvāti
https//bitly/2rOTC6u ,These are the ten advantages of worshipping the memorial buildings of the Realised One (elsewhere),Ime daśānuśāṁsās Tathāgata-caitya-vandanāyāḥ
https//bitly/2rOTC6u ,What are the ten advantages of giving a parasol,Katame daśānuśaṁsāś chattra-pradānasya
https//bitly/2rOTC6u ,It is said,Ucyate
https//bitly/2rOTC6u ,One has the nature of being a parasol for the world  ,Chattra-bhūto bhavati lokasya
https//bitly/2rOTC6u ,One is not overheated in body ,Anavatapto bhavati kāyena
https//bitly/2rOTC6u ,One is not overheated in mind ,Anavatapto bhavati cittena
https//bitly/2rOTC6u ,All deeds done are blameless and lead to sovereignty accumulate ,Ādhipatya-saṁvartanīyaṁ cānena karma ktam bhavaty upacitam
https//bitly/2rOTC6u ,Again and again one becomes a king a universal monarch ,Punaḥ punaś ca rājā bhavati cakravartī
https//bitly/2rOTC6u ,One is distinguished ,Maheśākhyo bhavati
https//bitly/2rOTC6u ,One has the society of distinguished people ,Maheśākhyaiḥ sattvaiḥ samāgamo bhavati
https//bitly/2rOTC6u ,One has the society of Buddhas and Buddhas’ disciples ,Buddhair Buddha-śrāvakaiś ca samāgamo bhavati
https//bitly/2rOTC6u ,One has great wealth ,Mahābhogo bhavati
https//bitly/2rOTC6u ,One is reborn in the heavens ,Svargeṣūpapadyate
https//bitly/2rOTC6u ,One quickly attains final Nirvāṇa ,Kṣipraṁ ca parinirvāti
https//bitly/2rOTC6u ,Here we can praise the Fortunate One who crossed the Gaṅga as a result of giving a parasol to the stūpa of an Independent Buddha ,Atra Gaṅgāsaṁtāre Bhagavataḥ Pratyeka-buddhasya stūpe dattasya chattrasya vipāko varṇyate
https//bitly/2rOTC6u ,Just as the noble Sundarananda explained,Yathā cārya-Sundaranando vyākaroti
https//bitly/2rOTC6u ,“Through a steam bath for bathing and a covering of golden orpiment,“Jentākasya ca snānena  tālasyālepanena ca 
https//bitly/2rOTC6u ,and the giving of one parasol I have attained a golden complexion”,ekacchattra-pradānāc ca prāptā me suvarṇa-varṇatā”
https//bitly/2rOTC6u ,Thus the result of giving a parasol and so on should be spoken of,Evam-ādi chattra-pradānasya vipāko vaktavyaḥ
https//bitly/2rOTC6u ,And he said,Āha ca
https//bitly/2rOTC6u ,° “He who has a large parasol carried (over him) that has beautiful handles superior form,“Yad dhāryate pravara-daṇḍam udāra-rūpaṁ 
https//bitly/2rOTC6u ,with a sheath and fringes decorated with wreaths and bows,kodaṇḍa-dāma-parimaṇḍita-vasti-kośam
https//bitly/2rOTC6u ,that is stainless like the light of the circle of the moon –,chattraṁ viśālam amalaṁ śaśi-maṇḍalābham –
https//bitly/2rOTC6u ,that is occasioned by the gift of a parasol to the lord of the world,chattra-pradāna-janitena jagad-dharasya
https//bitly/2rOTC6u ,A sign of glory having a bejewelled and golden handle,Śrī-cihna-bhūtam maṇi-hema-daṇḍam 
https//bitly/2rOTC6u ,a large umbrella that has a fiery golden cloth,paṭojjvalaṁ kāñcanam ātapatram
https//bitly/2rOTC6u ,that is carried above the head of the prince –,yad dhāryate mūrdhni narādhipasya –
https//bitly/2rOTC6u ,that is occasioned by the gift of a parasol to the lord of the world”,chattra-pradānena jagad-dharasya”
https//bitly/2rOTC6u ,These are the ten advantages of giving a parasol,Ime daśānuśaṁsaś chattra-pradānasya
https//bitly/2rOTC6u ,What are the ten advantages of giving a temple bell,Katame daśānuśaṁsā ghaṇṭā-pradānasya
https//bitly/2rOTC6u ,It is said,Ucyate
https//bitly/2rOTC6u ,One becomes handsome ,Abhirūpo bhavati
https//bitly/2rOTC6u ,One has a good voice ,Susvaro bhavati
https//bitly/2rOTC6u ,One has pleasing speech ,Manojña-bhāṣī bhavati
https//bitly/2rOTC6u ,One has speech like a cuckoo ,Kalaviṅkaruta-bhāṣī bhavati
https//bitly/2rOTC6u ,One has acceptable speech ,Ādeyavākyo bhavati
https//bitly/2rOTC6u ,One always has causes for joy ,Nityaṁ samprahāryajāto bhavati
https//bitly/2rOTC6u ,Again and again one hears sounds that are joyous ,Punaḥ punar ānandaṁ śabdaṁ śṇoti
https//bitly/2rOTC6u ,One is reborn in the heavens ,Svargeṣūpapadyate
https//bitly/2rOTC6u ,One has great wealth ,Mahā-bhogaś ca bhavati
https//bitly/2rOTC6u ,One quickly attains final Nirvāṇa ,Kṣipraṁ ca parinirvāti
https//bitly/2rOTC6u ,Just as when Viśākha Mgāra’s mother asked the Fortunate One,Yathā Viśākhayā Mgāra-mātrā Bhagavān pṣṭaḥ
https//bitly/2rOTC6u ,“How can I make a musical instrument having the five qualities sound in my palace at all times”,“Katham mama prāsāde nityaṁ kālam pañcāṅgikaṁ tūryaṁ sadaiva vadet”
https//bitly/2rOTC6u ,The Fortunate One said,Bhagavān āha
https//bitly/2rOTC6u ,“Hang a bell that is endowed with all (five) sounds,“Sarva-svaropetāṁ ghaṇṭām āropaya
